日期,指数代码,指数名称,标签,市盈率,数据源
2009-07-03,933,中证医药,行业，医药,29.71,韭圈儿
2009-07-06,933,中证医药,行业，医药,29.67,韭圈儿
2009-07-07,933,中证医药,行业，医药,30.27,韭圈儿
2009-07-08,933,中证医药,行业，医药,30.57,韭圈儿
2009-07-09,933,中证医药,行业，医药,31.17,韭圈儿
2009-07-10,933,中证医药,行业，医药,31.1,韭圈儿
2009-07-13,933,中证医药,行业，医药,31.58,韭圈儿
2009-07-14,933,中证医药,行业，医药,31.29,韭圈儿
2009-07-15,933,中证医药,行业，医药,31.29,韭圈儿
2009-07-16,933,中证医药,行业，医药,30.76,韭圈儿
2009-07-17,933,中证医药,行业，医药,30.7,韭圈儿
2009-07-20,933,中证医药,行业，医药,31.9,韭圈儿
2009-07-21,933,中证医药,行业，医药,31.37,韭圈儿
2009-07-22,933,中证医药,行业，医药,31.76,韭圈儿
2009-07-23,933,中证医药,行业，医药,32.06,韭圈儿
2009-07-24,933,中证医药,行业，医药,32.08,韭圈儿
2009-07-27,933,中证医药,行业，医药,32.5,韭圈儿
2009-07-28,933,中证医药,行业，医药,32.49,韭圈儿
2009-07-29,933,中证医药,行业，医药,30.89,韭圈儿
2009-07-30,933,中证医药,行业，医药,31.01,韭圈儿
2009-07-31,933,中证医药,行业，医药,31.81,韭圈儿
2009-08-03,933,中证医药,行业，医药,32.21,韭圈儿
2009-08-04,933,中证医药,行业，医药,32.68,韭圈儿
2009-08-05,933,中证医药,行业，医药,33.0,韭圈儿
2009-08-06,933,中证医药,行业，医药,32.85,韭圈儿
2009-08-07,933,中证医药,行业，医药,32.55,韭圈儿
2009-08-10,933,中证医药,行业，医药,33.24,韭圈儿
2009-08-11,933,中证医药,行业，医药,32.97,韭圈儿
2009-08-12,933,中证医药,行业，医药,31.67,韭圈儿
2009-08-13,933,中证医药,行业，医药,31.52,韭圈儿
2009-08-14,933,中证医药,行业，医药,30.46,韭圈儿
2009-08-17,933,中证医药,行业，医药,29.15,韭圈儿
2009-08-18,933,中证医药,行业，医药,29.65,韭圈儿
2009-08-19,933,中证医药,行业，医药,29.17,韭圈儿
2009-08-20,933,中证医药,行业，医药,30.0,韭圈儿
2009-08-21,933,中证医药,行业，医药,30.52,韭圈儿
2009-08-24,933,中证医药,行业，医药,32.16,韭圈儿
2009-08-25,933,中证医药,行业，医药,32.1,韭圈儿
2009-08-26,933,中证医药,行业，医药,32.35,韭圈儿
2009-08-27,933,中证医药,行业，医药,32.94,韭圈儿
2009-08-28,933,中证医药,行业，医药,31.5,韭圈儿
2009-08-31,933,中证医药,行业，医药,29.74,韭圈儿
2009-09-01,933,中证医药,行业，医药,29.54,韭圈儿
2009-09-02,933,中证医药,行业，医药,29.75,韭圈儿
2009-09-03,933,中证医药,行业，医药,30.72,韭圈儿
2009-09-04,933,中证医药,行业，医药,31.48,韭圈儿
2009-09-07,933,中证医药,行业，医药,32.27,韭圈儿
2009-09-08,933,中证医药,行业，医药,32.25,韭圈儿
2009-09-09,933,中证医药,行业，医药,32.02,韭圈儿
